;CSSVC;;;ELMOP;;;GPOR;;;KDLOR;;;NNOP;;;NNPOM;;;ORDBALL;;;POM;;;REDSVM;;;SVC1V1;;;SVC1VA;;;SVMOP;;;SVOREX;;;SVORIM;;;SVORIMLin;;;SVR;
MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time;MZE;MAE;Time
0.394737;0.657895;16.148129;0.421053;0.631579;3.178837;0.684211;0.684211;64.000000;0.473684;0.473684;75.649007;0.394737;0.552632;116.648000;0.684211;0.684211;1233.534000;0.394737;0.500000;19.822063;0.526316;0.631579;1.317319;0.342105;0.473684;25.290475;0.342105;0.500000;14.176169;0.473684;0.500000;13.741464;0.473684;0.473684;18.630158;0.473684;0.473684;3.985960;0.473684;0.473684;15.038374;0.631579;0.684211;0.609821;0.368421;0.473684;49.885983
0.368421;0.421053;29.233349;0.447368;0.526316;2.477762;0.657895;0.710526;70.000000;0.368421;0.368421;68.365092;0.315789;0.394737;124.516000;0.421053;0.473684;1302.977000;0.315789;0.368421;18.978477;0.473684;0.526316;1.198842;0.394737;0.368421;45.882379;0.500000;0.421053;14.148465;0.447368;0.526316;16.110644;0.500000;0.447368;18.400519;0.421053;0.447368;3.568320;0.394737;0.394737;11.895575;0.473684;0.526316;0.550898;0.315789;0.394737;50.884260
0.473684;0.552632;18.803034;0.473684;0.684211;3.553807;0.710526;0.842105;60.000000;0.500000;0.500000;66.565114;0.526316;0.657895;191.471000;0.500000;0.631579;1306.534000;0.473684;0.526316;18.670926;0.526316;0.605263;1.250631;0.394737;0.473684;20.961187;0.447368;0.552632;13.603169;0.526316;0.500000;16.195943;0.500000;0.552632;17.586150;0.447368;0.526316;3.839636;0.447368;0.526316;13.541139;0.500000;0.578947;1.048746;0.552632;0.526316;50.865386
0.473684;0.578947;28.586912;0.526316;0.657895;2.527394;0.684211;0.684211;70.000000;0.394737;0.368421;66.718393;0.394737;0.552632;125.950000;0.447368;0.578947;1284.531000;0.342105;0.394737;19.478583;0.552632;0.631579;1.209609;0.421053;0.368421;32.186164;0.473684;0.394737;12.149764;0.473684;0.263158;13.826819;0.473684;0.315789;18.398411;0.447368;0.368421;4.013276;0.394737;0.368421;12.777178;0.500000;0.552632;0.807504;0.236842;0.368421;48.990678
0.421053;0.605263;10.660867;0.526316;0.552632;1.775073;0.684211;0.684211;241.000000;0.421053;0.526316;68.525176;0.473684;0.631579;176.499000;0.526316;0.684211;1247.424000;0.447368;0.631579;18.710502;0.578947;0.710526;1.156479;0.447368;0.526316;19.766721;0.447368;0.605263;13.994901;0.447368;0.631579;15.382051;0.500000;0.526316;18.834246;0.421053;0.526316;3.359358;0.421053;0.526316;11.326094;0.500000;0.657895;0.660394;0.473684;0.578947;50.665642
0.605263;0.763158;15.451503;0.447368;0.710526;2.911332;0.684211;0.973684;214.000000;0.421053;0.473684;66.741513;0.447368;0.736842;111.321000;0.421053;0.394737;1201.407000;0.342105;0.473684;18.309995;0.526316;0.736842;1.243063;0.368421;0.473684;44.943055;0.394737;0.500000;13.241218;0.605263;0.736842;15.434678;0.342105;0.368421;18.028796;0.447368;0.473684;3.742187;0.342105;0.473684;13.729374;0.421053;0.657895;0.619036;0.368421;0.473684;51.742429
0.473684;0.526316;9.334044;0.526316;0.447368;1.731454;0.657895;1.000000;61.000000;0.394737;0.473684;73.274559;0.473684;0.605263;172.886000;0.526316;0.736842;1317.371000;0.394737;0.526316;18.712297;0.368421;0.526316;1.357845;0.421053;0.552632;13.996186;0.421053;0.526316;13.541256;0.473684;0.552632;15.093852;0.552632;0.526316;18.386422;0.421053;0.526316;3.323149;0.421053;0.578947;11.841727;0.421053;0.552632;0.611982;0.394737;0.605263;49.234245
0.394737;0.552632;10.375099;0.368421;0.605263;3.444341;0.631579;0.842105;61.000000;0.447368;0.342105;68.338411;0.315789;0.394737;134.850000;0.421053;0.552632;1312.273000;0.315789;0.394737;19.584239;0.500000;0.605263;1.432014;0.315789;0.342105;23.312906;0.578947;0.815789;12.733803;0.447368;0.500000;15.540009;0.578947;0.342105;17.517900;0.342105;0.342105;3.673664;0.315789;0.342105;15.415307;0.500000;0.578947;0.551970;0.394737;0.342105;51.873065
0.368421;0.631579;10.748976;0.447368;0.578947;3.250584;0.684211;0.684211;446.000000;0.342105;0.394737;71.457475;0.421053;0.526316;145.614000;0.394737;0.500000;1237.150000;0.394737;0.500000;18.421046;0.552632;0.657895;1.248345;0.447368;0.473684;18.553864;0.368421;0.473684;13.677023;0.394737;0.578947;14.524260;0.447368;0.526316;18.615370;0.447368;0.447368;4.035464;0.447368;0.447368;14.222536;0.447368;0.552632;0.758602;0.368421;0.447368;50.907701
0.500000;0.526316;16.398526;0.342105;0.631579;1.412997;0.684211;1.026316;297.000000;0.500000;0.447368;73.255480;0.421053;0.552632;153.799000;0.421053;0.631579;1269.907000;0.473684;0.578947;18.864516;0.447368;0.605263;1.242297;0.342105;0.368421;15.454900;0.421053;0.684211;13.143388;0.473684;0.447368;16.584205;0.500000;0.526316;18.791586;0.315789;0.368421;3.684847;0.315789;0.368421;14.507148;0.368421;0.605263;0.666186;0.289474;0.368421;48.399458
0.421053;0.447368;10.131226;0.368421;0.447368;3.434722;0.657895;0.973684;76.000000;0.473684;0.421053;72.059789;0.447368;0.447368;157.006000;0.500000;0.631579;1359.306000;0.394737;0.447368;20.178089;0.421053;0.552632;1.313591;0.447368;0.473684;25.547206;0.526316;0.605263;13.271022;0.447368;0.500000;15.891884;0.473684;0.500000;18.863624;0.447368;0.473684;3.545785;0.447368;0.500000;12.516097;0.394737;0.447368;0.560665;0.421053;0.473684;51.035972
0.500000;0.315789;16.428585;0.421053;0.526316;1.737566;0.631579;0.789474;261.000000;0.552632;0.552632;70.904000;0.342105;0.394737;170.871000;0.289474;0.421053;1283.819000;0.421053;0.447368;18.463595;0.368421;0.447368;1.535644;0.368421;0.552632;19.396580;0.500000;0.684211;13.489076;0.500000;0.368421;14.318456;0.500000;0.552632;17.621893;0.289474;0.552632;3.732429;0.289474;0.552632;15.040361;0.500000;0.578947;0.613021;0.342105;0.552632;51.946268
0.421053;0.473684;16.299016;0.447368;0.815789;3.471952;0.631579;0.842105;116.000000;0.394737;0.447368;70.807561;0.421053;0.657895;112.755000;0.473684;0.631579;1308.110000;0.394737;0.500000;18.497320;0.421053;0.578947;1.233835;0.394737;0.473684;17.846654;0.421053;0.473684;13.519667;0.421053;0.473684;16.270916;0.421053;0.473684;18.760518;0.394737;0.473684;3.558488;0.394737;0.500000;11.721489;0.421053;0.631579;0.451805;0.394737;0.447368;52.532475
0.394737;0.473684;16.199621;0.394737;0.500000;4.079530;0.657895;0.973684;72.000000;0.394737;0.500000;72.867360;0.447368;0.526316;186.976000;0.605263;0.684211;1327.046000;0.342105;0.447368;19.211644;0.447368;0.631579;1.365553;0.394737;0.473684;19.415429;0.394737;0.447368;13.402445;0.394737;0.447368;16.526003;0.394737;0.473684;18.443594;0.394737;0.473684;3.766503;0.368421;0.447368;12.421219;0.500000;0.684211;0.650912;0.394737;0.473684;53.207900
0.552632;0.736842;15.889801;0.289474;0.710526;2.136461;0.684211;0.684211;224.000000;0.473684;0.473684;72.747716;0.447368;0.578947;155.775000;0.552632;0.842105;1189.079000;0.473684;0.500000;18.228092;0.473684;0.605263;1.285941;0.447368;0.473684;29.782637;0.500000;0.657895;13.432307;0.552632;0.473684;17.609876;0.473684;0.500000;18.845117;0.447368;0.447368;3.721823;0.447368;0.473684;12.281559;0.578947;0.657895;0.702596;0.526316;0.500000;50.654686
0.421053;0.473684;14.588531;0.368421;0.657895;1.689987;0.578947;0.815789;413.000000;0.447368;0.552632;78.116151;0.394737;0.552632;128.236000;0.394737;0.500000;1195.335000;0.447368;0.631579;18.313858;0.473684;0.552632;1.318947;0.394737;0.473684;14.311963;0.421053;0.473684;14.727409;0.421053;0.500000;14.143533;0.447368;0.500000;18.422368;0.368421;0.526316;4.084455;0.368421;0.526316;14.424009;0.368421;0.447368;0.574850;0.447368;0.631579;48.678177
0.263158;0.342105;12.721330;0.315789;0.578947;1.548903;0.657895;1.000000;386.000000;0.342105;0.368421;72.497127;0.315789;0.342105;162.365000;0.289474;0.342105;1250.821000;0.289474;0.342105;18.619176;0.342105;0.421053;1.400505;0.289474;0.368421;25.453204;0.315789;0.342105;14.438728;0.236842;0.342105;14.331305;0.368421;0.500000;17.223566;0.263158;0.368421;4.211206;0.289474;0.368421;13.933132;0.315789;0.368421;0.751792;0.289474;0.368421;52.886746
0.526316;0.657895;12.743478;0.421053;0.710526;2.211347;0.657895;0.763158;78.000000;0.578947;0.526316;69.435697;;;;0.473684;0.605263;1283.263000;0.500000;0.578947;18.988991;0.500000;0.605263;1.456728;0.552632;0.526316;16.795125;0.500000;0.526316;14.047589;0.526316;0.526316;14.314818;0.552632;0.578947;18.051222;0.526316;0.526316;3.831585;0.526316;0.526316;12.717670;0.473684;0.710526;0.549883;0.526316;0.526316;52.850176
